# created: 2018-06-22T22:31:35+00:00
# date,epoch,region,CSVfileName,players
2018-06-24T18:01:20+00:00,1529863280640,tr,csv_1529863280640.log,1000
2018-06-24T21:00:01+00:00,1529874001993,euw,csv_1529874001993.log,1000
2018-06-24T21:00:09+00:00,1529874009868,www,csv_1529874009868.log,1000
2018-06-24T21:00:19+00:00,1529874019270,jp,csv_1529874019270.log,1000
2018-06-24T21:00:28+00:00,1529874028010,na,csv_1529874028010.log,1000
2018-06-24T21:00:34+00:00,1529874034682,eune,csv_1529874034682.log,1000
2018-06-24T21:00:42+00:00,1529874042974,oce,csv_1529874042974.log,1000
2018-06-24T21:00:51+00:00,1529874051718,br,csv_1529874051718.log,1000
2018-06-24T21:01:00+00:00,1529874060146,las,csv_1529874060146.log,1000
2018-06-24T21:01:08+00:00,1529874068162,lan,csv_1529874068162.log,1000
2018-06-24T21:01:16+00:00,1529874076495,ru,csv_1529874076495.log,1000
2018-06-24T21:01:24+00:00,1529874084184,tr,csv_1529874084184.log,1000
2018-06-25T00:00:01+00:00,1529884801682,euw,csv_1529884801682.log,1000
2018-06-25T00:00:09+00:00,1529884809173,www,csv_1529884809173.log,1000
2018-06-25T00:00:18+00:00,1529884818201,jp,csv_1529884818201.log,1000
2018-06-25T00:00:26+00:00,1529884826250,na,csv_1529884826250.log,1000
2018-06-25T00:00:33+00:00,1529884833487,eune,csv_1529884833487.log,1000
2018-06-25T00:00:40+00:00,1529884840952,oce,csv_1529884840952.log,1000
2018-06-25T00:00:48+00:00,1529884848329,br,csv_1529884848329.log,1000
2018-06-25T00:00:55+00:00,1529884855808,las,csv_1529884855808.log,1000
2018-06-25T00:01:02+00:00,1529884862717,lan,csv_1529884862717.log,1000
2018-06-25T00:01:10+00:00,1529884870350,ru,csv_1529884870350.log,1000
2018-06-25T00:01:17+00:00,1529884877350,tr,csv_1529884877350.log,1000
2018-06-25T03:00:01+00:00,1529895601141,euw,csv_1529895601141.log,1000
2018-06-25T03:00:06+00:00,1529895606647,www,csv_1529895606647.log,1000
2018-06-25T03:00:16+00:00,1529895616165,jp,csv_1529895616165.log,1000
2018-06-25T03:00:23+00:00,1529895623715,na,csv_1529895623715.log,1000
2018-06-25T03:00:31+00:00,1529895631545,eune,csv_1529895631545.log,1000
2018-06-25T03:00:40+00:00,1529895640040,oce,csv_1529895640040.log,1000
2018-06-25T03:00:47+00:00,1529895647697,br,csv_1529895647697.log,1000
2018-06-25T03:00:55+00:00,1529895655950,las,csv_1529895655950.log,1000
2018-06-25T03:01:04+00:00,1529895664592,lan,csv_1529895664592.log,1000
2018-06-25T03:01:14+00:00,1529895674225,ru,csv_1529895674225.log,1000
2018-06-25T03:01:22+00:00,1529895682289,tr,csv_1529895682289.log,1000
2018-06-25T06:00:01+00:00,1529906401614,euw,csv_1529906401614.log,1000
2018-06-25T06:00:10+00:00,1529906410665,www,csv_1529906410665.log,1000
2018-06-25T06:00:21+00:00,1529906421798,jp,csv_1529906421798.log,1000
2018-06-25T06:00:30+00:00,1529906430363,na,csv_1529906430363.log,1000
2018-06-25T06:00:37+00:00,1529906437696,eune,csv_1529906437696.log,1000
2018-06-25T06:00:46+00:00,1529906446046,oce,csv_1529906446046.log,1000
2018-06-25T06:00:52+00:00,1529906452789,br,csv_1529906452789.log,1000
2018-06-25T06:01:01+00:00,1529906461334,las,csv_1529906461334.log,1000
2018-06-25T06:01:11+00:00,1529906471709,lan,csv_1529906471709.log,1000
2018-06-25T06:01:19+00:00,1529906479518,ru,csv_1529906479518.log,1000
2018-06-25T06:01:25+00:00,1529906485982,tr,csv_1529906485982.log,1000
2018-06-25T09:00:01+00:00,1529917201721,euw,csv_1529917201721.log,1000
2018-06-25T09:00:08+00:00,1529917208473,www,csv_1529917208473.log,1000
2018-06-25T09:00:19+00:00,1529917219582,jp,csv_1529917219582.log,1000
2018-06-25T09:00:27+00:00,1529917227237,na,csv_1529917227237.log,1000
2018-06-25T09:00:34+00:00,1529917234970,eune,csv_1529917234970.log,1000
2018-06-25T09:00:43+00:00,1529917243988,oce,csv_1529917243988.log,1000
2018-06-25T09:00:52+00:00,1529917252065,br,csv_1529917252065.log,1000
2018-06-25T09:00:59+00:00,1529917259971,las,csv_1529917259971.log,1000
2018-06-25T09:01:08+00:00,1529917268646,lan,csv_1529917268646.log,1000
2018-06-25T09:01:16+00:00,1529917276306,ru,csv_1529917276306.log,1000
2018-06-25T09:01:23+00:00,1529917283613,tr,csv_1529917283613.log,1000
2018-06-25T12:00:01+00:00,1529928001820,euw,csv_1529928001820.log,1000
2018-06-25T12:00:09+00:00,1529928009575,www,csv_1529928009575.log,1000
2018-06-25T12:00:22+00:00,1529928022204,jp,csv_1529928022204.log,1000
2018-06-25T12:00:29+00:00,1529928029686,na,csv_1529928029686.log,1000
2018-06-25T12:00:37+00:00,1529928037489,eune,csv_1529928037489.log,1000
2018-06-25T12:00:46+00:00,1529928046028,oce,csv_1529928046028.log,1000
2018-06-25T12:00:53+00:00,1529928053819,br,csv_1529928053819.log,1000
2018-06-25T12:01:02+00:00,1529928062229,las,csv_1529928062229.log,1000
2018-06-25T12:01:11+00:00,1529928071206,lan,csv_1529928071206.log,1000
2018-06-25T12:01:18+00:00,1529928078663,ru,csv_1529928078663.log,1000
2018-06-25T12:01:26+00:00,1529928086824,tr,csv_1529928086824.log,1000
2018-06-25T15:00:01+00:00,1529938801114,euw,csv_1529938801114.log,1000
2018-06-25T15:00:06+00:00,1529938806725,www,csv_1529938806725.log,1000
2018-06-25T15:00:18+00:00,1529938818404,jp,csv_1529938818404.log,1000
2018-06-25T15:00:25+00:00,1529938825617,na,csv_1529938825617.log,1000
2018-06-25T15:00:34+00:00,1529938834794,eune,csv_1529938834794.log,1000
2018-06-25T15:00:43+00:00,1529938843798,oce,csv_1529938843798.log,1000
2018-06-25T15:00:52+00:00,1529938852556,br,csv_1529938852556.log,1000
2018-06-25T15:00:59+00:00,1529938859374,las,csv_1529938859374.log,1000
2018-06-25T15:01:07+00:00,1529938867848,lan,csv_1529938867848.log,1000
2018-06-25T15:01:15+00:00,1529938875832,ru,csv_1529938875832.log,1000
2018-06-25T15:01:22+00:00,1529938882802,tr,csv_1529938882802.log,1000
2018-06-25T18:00:01+00:00,1529949601119,euw,csv_1529949601119.log,1000
2018-06-25T18:00:07+00:00,1529949607843,www,csv_1529949607843.log,1000
2018-06-25T18:00:20+00:00,1529949620645,jp,csv_1529949620645.log,1000
2018-06-25T18:00:28+00:00,1529949628732,na,csv_1529949628732.log,1000
2018-06-25T18:00:36+00:00,1529949636759,eune,csv_1529949636759.log,1000
2018-06-25T18:00:45+00:00,1529949645264,oce,csv_1529949645264.log,1000
2018-06-25T18:00:53+00:00,1529949653697,br,csv_1529949653697.log,1000
2018-06-25T18:01:01+00:00,1529949661938,las,csv_1529949661938.log,1000
2018-06-25T18:01:07+00:00,1529949667710,lan,csv_1529949667710.log,1000
2018-06-25T18:01:15+00:00,1529949675139,ru,csv_1529949675139.log,1000
2018-06-25T18:01:22+00:00,1529949682063,tr,csv_1529949682063.log,1000
2018-06-25T21:00:01+00:00,1529960401893,euw,csv_1529960401893.log,1000
2018-06-25T21:00:10+00:00,1529960410951,www,csv_1529960410951.log,1000
2018-06-25T21:00:21+00:00,1529960421048,jp,csv_1529960421048.log,1000
2018-06-25T21:00:28+00:00,1529960428336,na,csv_1529960428336.log,1000
2018-06-25T21:00:34+00:00,1529960434729,eune,csv_1529960434729.log,1000
2018-06-25T21:00:42+00:00,1529960442067,oce,csv_1529960442067.log,1000
2018-06-25T21:00:50+00:00,1529960450142,br,csv_1529960450142.log,1000
2018-06-25T21:00:58+00:00,1529960458181,las,csv_1529960458181.log,1000
2018-06-25T21:01:06+00:00,1529960466603,lan,csv_1529960466603.log,1000
2018-06-25T21:01:14+00:00,1529960474999,ru,csv_1529960474999.log,1000
2018-06-25T21:01:22+00:00,1529960482962,tr,csv_1529960482962.log,1000
2018-06-26T00:00:01+00:00,1529971201631,euw,csv_1529971201631.log,1000
2018-06-26T00:00:07+00:00,1529971207555,www,csv_1529971207555.log,1000
2018-06-26T00:00:18+00:00,1529971218356,jp,csv_1529971218356.log,1000
2018-06-26T00:00:25+00:00,1529971225421,na,csv_1529971225421.log,1000
2018-06-26T00:00:31+00:00,1529971231642,eune,csv_1529971231642.log,1000
2018-06-26T00:00:39+00:00,1529971239634,oce,csv_1529971239634.log,1000
2018-06-26T00:00:46+00:00,1529971246967,br,csv_1529971246967.log,1000
2018-06-26T00:00:55+00:00,1529971255262,las,csv_1529971255262.log,1000
2018-06-26T00:01:03+00:00,1529971263238,lan,csv_1529971263238.log,1000
2018-06-26T00:01:12+00:00,1529971272164,ru,csv_1529971272164.log,1000
2018-06-26T00:01:18+00:00,1529971278533,tr,csv_1529971278533.log,1000
2018-06-26T03:00:01+00:00,1529982001115,euw,csv_1529982001115.log,1000
2018-06-26T03:00:08+00:00,1529982008366,www,csv_1529982008366.log,1000
2018-06-26T03:00:17+00:00,1529982017856,jp,csv_1529982017856.log,1000
2018-06-26T03:00:25+00:00,1529982025918,na,csv_1529982025918.log,1000
2018-06-26T03:00:33+00:00,1529982033245,eune,csv_1529982033245.log,1000
2018-06-26T03:00:42+00:00,1529982042148,oce,csv_1529982042148.log,1000
2018-06-26T03:00:50+00:00,1529982050152,br,csv_1529982050152.log,1000
2018-06-26T03:00:58+00:00,1529982058267,las,csv_1529982058267.log,1000
2018-06-26T03:01:06+00:00,1529982066493,lan,csv_1529982066493.log,1000
2018-06-26T03:01:14+00:00,1529982074884,ru,csv_1529982074884.log,1000
2018-06-26T03:01:21+00:00,1529982081244,tr,csv_1529982081244.log,1000
2018-06-26T06:00:01+00:00,1529992801191,euw,csv_1529992801191.log,1000
2018-06-26T06:00:06+00:00,1529992806722,www,csv_1529992806722.log,1000
2018-06-26T06:00:17+00:00,1529992817065,jp,csv_1529992817065.log,1000
2018-06-26T06:00:25+00:00,1529992825679,na,csv_1529992825679.log,1000
2018-06-26T06:00:33+00:00,1529992833054,eune,csv_1529992833054.log,1000
2018-06-26T06:00:41+00:00,1529992841219,oce,csv_1529992841219.log,1000
2018-06-26T06:00:48+00:00,1529992848619,br,csv_1529992848619.log,1000
2018-06-26T06:00:57+00:00,1529992857145,las,csv_1529992857145.log,1000
2018-06-26T06:01:05+00:00,1529992865633,lan,csv_1529992865633.log,1000
2018-06-26T06:01:14+00:00,1529992874418,ru,csv_1529992874418.log,1000
2018-06-26T06:01:21+00:00,1529992881596,tr,csv_1529992881596.log,1000
2018-06-26T09:00:01+00:00,1530003601907,euw,csv_1530003601907.log,1000
2018-06-26T09:00:09+00:00,1530003609611,www,csv_1530003609611.log,1000
2018-06-26T09:00:20+00:00,1530003620681,jp,csv_1530003620681.log,1000
2018-06-26T09:00:27+00:00,1530003627859,na,csv_1530003627859.log,1000
2018-06-26T09:00:34+00:00,1530003634310,eune,csv_1530003634310.log,1000
2018-06-26T09:00:41+00:00,1530003641975,oce,csv_1530003641975.log,1000
2018-06-26T09:00:50+00:00,1530003650426,br,csv_1530003650426.log,1000
2018-06-26T09:00:59+00:00,1530003659052,las,csv_1530003659052.log,1000
2018-06-26T09:01:06+00:00,1530003666167,lan,csv_1530003666167.log,1000
2018-06-26T09:01:14+00:00,1530003674628,ru,csv_1530003674628.log,1000
2018-06-26T09:01:21+00:00,1530003681176,tr,csv_1530003681176.log,1000
2018-06-26T12:00:01+00:00,1530014401408,euw,csv_1530014401408.log,1000
2018-06-26T12:00:09+00:00,1530014409300,www,csv_1530014409300.log,1000
2018-06-26T12:00:22+00:00,1530014422014,jp,csv_1530014422014.log,1000
2018-06-26T12:00:29+00:00,1530014429751,na,csv_1530014429751.log,1000
2018-06-26T12:00:37+00:00,1530014437692,eune,csv_1530014437692.log,1000
2018-06-26T12:00:45+00:00,1530014445686,oce,csv_1530014445686.log,1000
2018-06-26T12:00:53+00:00,1530014453156,br,csv_1530014453156.log,1000
2018-06-26T12:01:00+00:00,1530014460537,las,csv_1530014460537.log,1000
2018-06-26T12:01:09+00:00,1530014469116,lan,csv_1530014469116.log,1000
2018-06-26T12:01:18+00:00,1530014478270,ru,csv_1530014478270.log,1000
2018-06-26T12:01:25+00:00,1530014485089,tr,csv_1530014485089.log,1000
2018-06-26T15:00:01+00:00,1530025201636,euw,csv_1530025201636.log,1000
2018-06-26T15:00:07+00:00,1530025207084,www,csv_1530025207084.log,1000
2018-06-26T15:00:18+00:00,1530025218120,jp,csv_1530025218120.log,1000
2018-06-26T15:00:26+00:00,1530025226608,na,csv_1530025226608.log,1000
2018-06-26T15:00:35+00:00,1530025235901,eune,csv_1530025235901.log,1000
2018-06-26T15:00:45+00:00,1530025245025,oce,csv_1530025245025.log,1000
2018-06-26T15:00:52+00:00,1530025252494,br,csv_1530025252494.log,1000
2018-06-26T15:01:01+00:00,1530025261730,las,csv_1530025261730.log,1000
2018-06-26T15:01:09+00:00,1530025269665,lan,csv_1530025269665.log,1000
2018-06-26T15:01:17+00:00,1530025277790,ru,csv_1530025277790.log,1000
2018-06-26T15:01:25+00:00,1530025285410,tr,csv_1530025285410.log,1000
2018-06-26T18:00:01+00:00,1530036001262,euw,csv_1530036001262.log,1000
2018-06-26T18:00:09+00:00,1530036009874,www,csv_1530036009874.log,1000
2018-06-26T18:00:19+00:00,1530036019955,jp,csv_1530036019955.log,1000
2018-06-26T18:00:28+00:00,1530036028801,na,csv_1530036028801.log,1000
2018-06-26T18:00:37+00:00,1530036037841,eune,csv_1530036037841.log,1000
2018-06-26T18:00:46+00:00,1530036046363,oce,csv_1530036046363.log,1000
2018-06-26T18:00:53+00:00,1530036053811,br,csv_1530036053811.log,1000
2018-06-26T18:01:01+00:00,1530036061905,las,csv_1530036061905.log,1000
2018-06-26T18:01:09+00:00,1530036069115,lan,csv_1530036069115.log,1000
2018-06-26T18:01:16+00:00,1530036076418,ru,csv_1530036076418.log,1000
