#timestamp 1530111654088
#date 2018-06-27T15:00:54+00:00
#players 1000
#index,id,rank,name,tier,lp,level,proTeam,win,loss
0,summoner-1833896,1,CNB Hy0g4,Challenger,1323,131,,561,452
1,summoner-4602614,2,Eu sou o Jojo,Challenger,1287,84,,268,183
2,summoner-34000124,3,3242363,Challenger,1132,45,,137,65
3,summoner-4499324,4,Nyu,Challenger,908,109,,309,241
4,summoner-2833743,5,NeyMarcos,Challenger,901,121,,510,396
5,summoner-31094545,6,Sky s2 BR,Challenger,876,72,,259,182
6,summoner-31400150,7,Pokas ideías,Challenger,872,55,,206,118
7,summoner-539250,8,HKS Caos,Challenger,869,110,,330,273
8,summoner-9540245,9,tinowns2,Challenger,850,72,,197,140
9,summoner-540342,10,RED Guigo,Challenger,786,115,,345,279
10,summoner-17074696,11,KT Mandiocaa,Challenger,769,82,,375,269
11,summoner-2984886,12,Rhaegalarys,Challenger,769,158,,226,166
12,summoner-523864,13,clumsy boy,Challenger,756,80,,228,181
13,summoner-610635,14,Days4fun,Challenger,747,92,,223,164
14,summoner-31400130,15,YoYo JoJo,Challenger,729,71,,272,175
15,summoner-520377,16,envy 30,Challenger,718,88,,286,246
16,summoner-22055132,17,Olkaida,Challenger,715,150,,222,166
17,summoner-536088,18,Amazing Zuao,Challenger,709,104,,325,270
18,summoner-500182,19,CNB Robo1,Challenger,724,90,,281,233
19,summoner-3254291,20,RedBert,Challenger,685,74,,233,176
20,summoner-6510165,21,beyond the stars,Challenger,703,129,,424,372
21,summoner-1721150,22,goku chan,Challenger,685,95,,263,218
22,summoner-20640125,23,choramaisae,Challenger,665,70,,252,199
23,summoner-410074,24,zhao AD113755088,Challenger,663,76,,244,195
24,summoner-18270216,25,toguers,Challenger,651,85,,306,251
25,summoner-27800149,26,Glaucia,Challenger,650,95,,174,133
26,summoner-529295,27,burn to emerge,Challenger,649,73,,116,74
27,summoner-24810137,28,Krastymel,Challenger,648,63,,166,119
28,summoner-24810143,29,little gold,Challenger,641,73,,256,205
29,summoner-6673314,30,esA,Challenger,639,89,,328,287
30,summoner-2596351,31,God Needles,Challenger,627,115,,364,326
31,summoner-31410132,32,Ruim e velho,Challenger,621,71,,279,196
32,summoner-437956,33,Copernic1,Challenger,597,124,,489,428
33,summoner-24810150,34,GENESIS SHINI,Challenger,611,49,,104,64
34,summoner-1726011,35,TusiN,Challenger,595,96,,302,253
35,summoner-30610309,36,gebradetransgay,Challenger,588,121,,447,398
36,summoner-852464,37,dyNquedo NGDP,Challenger,586,77,,196,150
37,summoner-400412,38,exceed apogee,Challenger,586,47,,99,56
38,summoner-9480188,39,Minerva,Challenger,584,96,,312,272
39,summoner-2891839,40,Destinyyy,Challenger,602,66,,217,177
40,summoner-1872796,41,Revalí,Challenger,583,102,,306,263
41,summoner-472453,42,bydekixd,Challenger,578,88,,259,218
42,summoner-1141219,43,Prblank,Challenger,574,91,,318,281
43,summoner-18780139,44,LukasNegro,Challenger,570,75,,270,221
44,summoner-27980135,45,Sílent Player,Challenger,569,107,,456,414
45,summoner-477974,46,Zaphkíel,Challenger,568,134,,335,298
46,summoner-6230125,47,Kales Myth,Challenger,567,102,,229,187
47,summoner-17972381,48,selaK htyM,Challenger,563,102,,365,321
48,summoner-17663661,49,AKMU,Challenger,574,74,,340,290
49,summoner-20252931,50,BAAAAAAAAAAANKAI,Challenger,558,98,,469,416
50,summoner-24820140,51,yougotmenervous,Challenger,530,97,,492,422
51,summoner-1475753,52,buceIinho,Challenger,550,109,,346,295
52,summoner-2360158,53,LUIS CARVALHO,Challenger,550,49,,112,76
53,summoner-476160,54,high noon,Challenger,549,89,,117,78
54,summoner-33990125,55,l can be better,Challenger,548,46,,134,89
55,summoner-20014792,56,NOTEJURISPERITUS,Challenger,547,93,,296,257
56,summoner-18290189,57,IlIlIlIIllIlIllI,Challenger,538,48,,121,70
57,summoner-27620140,58,KID GOTEN,Challenger,528,70,,226,182
58,summoner-3546357,59,Barry de Barry,Challenger,526,109,,288,255
59,summoner-19440391,60,WP LynX,Challenger,522,127,,472,415
60,summoner-2854374,61,Trovaozin,Challenger,521,105,,421,381
61,summoner-602339,62,Vasto1,Challenger,519,157,,627,574
62,summoner-455830,63,danz0r,Challenger,517,94,,257,217
63,summoner-29233192,64,Miss Luxury,Challenger,515,219,,205,163
64,summoner-4583588,65,Unreality,Challenger,513,93,,275,234
65,summoner-2472380,66,Kaze Ronin,Challenger,508,112,,172,132
66,summoner-5663560,67,XerembaMole,Challenger,507,57,,140,95
67,summoner-31380133,68,51654684,Challenger,505,53,,181,108
68,summoner-24800141,69,HYP3 BEAST,Challenger,500,62,,152,110
69,summoner-584708,70,Little Wos,Challenger,515,99,,315,265
70,summoner-34010125,71,Juan JayJ lol,Challenger,498,41,,93,43
71,summoner-30992817,72,PRG lima,Challenger,478,117,,520,480
72,summoner-29120132,73,RSL TutsTutsz,Challenger,492,155,,528,484
73,summoner-14494449,74,evr0t,Challenger,487,104,,365,334
74,summoner-21852695,75,Satan himself,Challenger,482,87,,320,279
75,summoner-974599,76,Aslan1,Challenger,481,136,,561,527
76,summoner-18290186,77,Nigrum Pantherae,Challenger,480,54,,171,128
77,summoner-1724409,78,YGOR FREITAS,Challenger,479,101,,351,319
78,summoner-3255468,79,Kappareca,Challenger,478,110,,457,392
79,summoner-10212285,80,MKL Support,Challenger,477,88,,209,156
80,summoner-19936193,81,PNG Jovigod,Challenger,475,74,,333,282
81,summoner-28883895,82,Hydrogen,Challenger,474,52,,130,83
82,summoner-477786,83,lie blanc182,Challenger,473,66,,164,124
83,summoner-19340127,84,haters,Challenger,471,56,,147,102
84,summoner-1760285,85,Wartin,Challenger,468,121,,434,390
85,summoner-530844,86,Sneez1,Challenger,468,76,,248,216
86,summoner-533497,87,Pinguin Cotoco,Challenger,467,81,,185,149
87,summoner-2105456,88,enel1,Challenger,466,79,,147,111
88,summoner-5248317,89,Taara,Challenger,465,73,,108,65
89,summoner-456148,90,Bardeus,Challenger,464,91,,276,239
90,summoner-27820158,91,Suanybb,Challenger,481,69,,222,181
91,summoner-840819,92,Vipeeer,Challenger,463,96,,142,94
92,summoner-27820136,93,boosted adc,Challenger,463,78,,109,77
93,summoner-2631152,94,vai freire,Challenger,441,109,,420,399
94,summoner-4191339,95,JJOOSUNG,Challenger,473,86,,268,225
95,summoner-31390133,96,Sidney Royel,Challenger,470,74,,298,232
96,summoner-4967463,97,May 17th,Challenger,449,104,,162,121
97,summoner-990588,98,FNC Pickkles,Challenger,449,72,,158,117
98,summoner-550161,99,Stealzin,Challenger,429,105,,333,295
99,summoner-569095,100,Just Dont Cry,Challenger,446,82,,256,220
100,summoner-3260483,101,Kedul,Challenger,443,74,,245,220
101,summoner-2850703,102,Yan,Challenger,441,79,,255,215
102,summoner-5562087,103,Brucer,Challenger,456,77,,214,164
103,summoner-21190131,104,RANGERZADA XQDL,Challenger,437,53,,136,87
