#timestamp 1529884848329
#date 2018-06-25T00:00:48+00:00
#players 1000
#index,id,rank,name,tier,lp,level,proTeam,win,loss
0,summoner-4602614,1,Eu sou o Jojo,Challenger,1316,84,,267,181
1,summoner-1833896,2,CNB Hy0g4,Challenger,1308,131,,560,452
2,summoner-34000124,3,3242363,Challenger,1011,44,,128,63
3,summoner-2833743,4,AvaIanche,Challenger,956,120,,502,386
4,summoner-539250,5,HKS Caos,Challenger,923,109,,328,269
5,summoner-31094545,6,Sky s2 BR,Challenger,919,72,,257,178
6,summoner-9540245,7,tinowns2,Challenger,911,71,,190,132
7,summoner-31400150,8,Pokas ideías,Challenger,871,55,,203,116
8,summoner-2984886,9,Rhaegalarys,Challenger,836,157,,225,162
9,summoner-4499324,10,Nyu,Challenger,810,108,,303,240
10,summoner-523864,11,clumsy boy,Challenger,810,79,,222,173
11,summoner-520377,12,envy 30,Challenger,750,87,,279,238
12,summoner-540342,13,RED Guigo,Challenger,739,114,,339,277
13,summoner-6510165,14,beyond the stars,Challenger,731,128,,418,365
14,summoner-3254291,15,RedBert,Challenger,731,74,,233,174
15,summoner-17074696,16,KT Mandiocaa,Challenger,722,82,,372,269
16,summoner-31400130,17,YoYo JoJo,Challenger,717,71,,271,175
17,summoner-536088,18,Amazing Zuao,Challenger,692,103,,320,266
18,summoner-1721150,19,goku chan,Challenger,689,93,,254,210
19,summoner-500182,20,CNB Robo1,Challenger,685,89,,275,230
20,summoner-610635,21,Days4fun,Challenger,673,91,,219,164
21,summoner-27800149,22,Glaucia,Challenger,670,95,,174,132
22,summoner-2596351,23,God Needles,Challenger,656,114,,363,324
23,summoner-24810150,24,GENESIS SHINI,Challenger,654,49,,101,60
24,summoner-529295,25,burn to emerge,Challenger,649,73,,116,74
25,summoner-30610309,26,gebradetransgay,Challenger,646,121,,443,391
26,summoner-22055132,27,Olkaida,Challenger,645,148,,216,164
27,summoner-2360158,28,LUIS CARVALHO,Challenger,639,49,,110,70
28,summoner-20640125,29,choramaisae,Challenger,636,69,,249,198
29,summoner-2891839,30,Destinyyy,Challenger,635,65,,215,173
30,summoner-9480188,31,Minerva,Challenger,645,95,,307,265
31,summoner-6673314,32,esA,Challenger,641,88,,320,280
32,summoner-24820140,33,yougotmenervous,Challenger,623,95,,483,408
33,summoner-24810143,34,little gold,Challenger,622,72,,255,205
34,summoner-24810137,35,Krastymel,Challenger,640,62,,161,114
35,summoner-18270216,36,toguers,Challenger,619,84,,299,246
36,summoner-27980135,37,Sílent Player,Challenger,617,107,,452,408
37,summoner-30992817,38,PRG lima,Challenger,615,116,,514,467
38,summoner-17663661,39,AKMU,Challenger,606,73,,331,281
39,summoner-18780139,40,LukasNegro,Challenger,595,75,,267,217
40,summoner-852464,41,dyNquedo NGDP,Challenger,590,77,,193,147
41,summoner-400412,42,exceed apogee,Challenger,586,47,,99,56
42,summoner-533497,43,Pinguin Cotoco,Challenger,578,80,,184,143
43,summoner-1141219,44,Prblank,Challenger,574,91,,318,281
44,summoner-1726011,45,TusiN,Challenger,572,95,,295,249
45,summoner-602339,46,Vasto1,Challenger,548,156,,610,555
46,summoner-20252931,47,BAAAAAAAAAAANKAI,Challenger,558,98,,469,416
47,summoner-29233192,48,Miss Luxury,Challenger,553,218,,205,161
48,summoner-1475753,49,buceIinho,Challenger,550,109,,346,295
49,summoner-472453,50,bydekixd,Challenger,550,87,,251,212
50,summoner-31410132,51,Ruim e velho,Challenger,549,70,,268,191
51,summoner-17972381,52,selaK htyM,Challenger,544,102,,364,321
52,summoner-19440391,53,WP LynX,Challenger,542,127,,472,414
53,summoner-20014792,54,NOTEJURISPERITUS,Challenger,539,93,,294,256
54,summoner-1872796,55,Revalí,Challenger,537,101,,303,263
55,summoner-410074,56,zhao AD113755088,Challenger,545,75,,235,193
56,summoner-27620140,57,KID GOTEN,Challenger,528,70,,226,182
57,summoner-477786,58,lie blanc182,Challenger,509,66,,164,122
58,summoner-1724409,59,YGOR FREITAS,Challenger,527,101,,347,313
59,summoner-33990125,60,l can be better,Challenger,518,45,,126,84
60,summoner-4583588,61,Unreality,Challenger,517,92,,273,232
61,summoner-29120132,62,RSL TutsTutsz,Challenger,514,154,,524,479
62,summoner-477974,63,Zaphkíel,Challenger,525,133,,328,294
63,summoner-476160,64,high noon,Challenger,504,88,,114,78
64,summoner-34010125,65,Juan JayJ lol,Challenger,502,40,,89,38
65,summoner-31390133,66,Sidney Royel,Challenger,501,74,,295,228
66,summoner-2854374,67,Trovaozin,Challenger,498,105,,417,379
67,summoner-437956,68,Copernic1,Challenger,496,123,,473,418
68,summoner-2850703,69,Yan,Challenger,496,78,,254,211
69,summoner-6230125,70,Kales Myth,Challenger,496,102,,225,187
70,summoner-3297574,71,UNREFORMED BTW,Challenger,493,87,,296,260
71,summoner-3546357,72,Barry de Barry,Challenger,493,108,,285,254
72,summoner-530844,73,Sneez1,Challenger,493,76,,247,214
73,summoner-2472380,74,Kaze Ronin,Challenger,492,111,,170,131
74,summoner-20860130,75,Little Rookie1,Challenger,488,89,,293,257
75,summoner-4191339,76,JJOOSUNG,Challenger,485,86,,260,218
76,summoner-5663560,77,XerembaMole,Challenger,483,54,,126,84
77,summoner-27820136,78,boosted adc,Challenger,483,78,,109,76
78,summoner-584708,79,Little Wos,Challenger,482,98,,312,264
