#timestamp 1530198079052
#date 2018-06-28T15:01:19+00:00
#players 1000
#index,id,rank,name,tier,lp,level,proTeam,win,loss
0,summoner-10311062,1,P1xeLG4mer,Challenger,1005,115,,203,94
1,summoner-10351301,2,Dreamwalkér,Challenger,948,52,,150,103
2,summoner-74922,3,Chewbacca,Challenger,878,74,,198,151
3,summoner-325689,4,SUPRAAAA,Challenger,860,128,,242,188
4,summoner-1663635,5,Nerrazuro,Challenger,814,54,,120,81
5,summoner-71826,6,Даниил Фанцест,Challenger,657,86,,91,52
6,summoner-83628,7,bronyaw,Challenger,623,120,,236,193
7,summoner-10410143,8,lllllllllllllll,Challenger,584,64,,235,197
8,summoner-1684814,9,ZakAntihype,Challenger,550,91,,289,256
9,summoner-2782918,10,Slayer l33t,Challenger,513,60,,143,110
10,summoner-337765,11,Лелуш Британский,Challenger,502,118,,136,111
11,summoner-14740135,12,Farbenfuchs,Challenger,485,62,,188,98
12,summoner-5340506,13,LCS Ðupliënce,Challenger,489,62,,166,143
13,summoner-11960125,14,Sissor,Challenger,424,96,,425,396
14,summoner-273967,15,Bladesurge,Challenger,434,86,,146,125
15,summoner-10841875,16,Ginoragood,Challenger,432,46,,124,69
16,summoner-12561973,17,starlord121,Challenger,411,56,,162,119
17,summoner-95455,18,Kuroukihime Chan,Challenger,409,128,,165,117
18,summoner-952364,19,Dеath Wish,Challenger,404,56,,103,78
19,summoner-14740137,20,MiPadreEsPutin,Challenger,393,62,,215,183
20,summoner-12401575,21,kapitanpomidor10,Challenger,372,42,,118,42
21,summoner-163588,22,EkleDank,Challenger,367,109,,227,195
22,summoner-12380217,23,Zarackkk IC 1101,Challenger,367,56,,129,119
23,summoner-9630133,24,PoorLostSouls,Challenger,363,60,,128,102
24,summoner-67344,25,Noirr,Challenger,359,112,,276,256
25,summoner-6741509,26,Lil Rick,Challenger,351,163,,122,90
26,summoner-3785520,27,PRiNCE Nidhogg,Challenger,350,132,,241,208
